Timestamp,VU Count,Active CCU
1784915412,50,50
1784915414,50,50
1784915416,50,50
1784915418,50,50
1784915420,50,50
1784915422,50,50
1784915424,50,50
1784915426,50,49
1784915428,50,49
1784915430,50,49
1784915432,50,49
1784915434,50,49
1784915436,50,49
1784915438,50,48
1784915440,50,47
1784915442,50,48
1784915444,50,49
1784915446,50,49
1784915448,50,50
1784915450,50,50
1784915452,50,49
1784915454,50,48
1784915456,50,47
1784915458,50,48
1784915460,50,47
1784915462,50,48
1784915464,50,48
1784915466,50,49
1784915468,50,49
1784915470,50,49
1784915472,50,49
1784915474,50,47
1784915476,50,48
1784915478,50,48
1784915480,50,48
1784915482,50,48
1784915484,50,47
1784915486,50,46
1784915488,50,45
1784915490,50,44
1784915492,50,47
1784915494,50,47
1784915496,50,47
1784915498,50,46
1784915500,50,47
1784915502,50,44
1784915504,50,44
1784915506,50,45
1784915508,50,46
1784915510,50,46
1784915512,50,47
1784915514,50,47
1784915516,50,47
1784915518,50,48
1784915520,50,47
1784915522,50,49
1784915524,50,49
1784915526,50,47
1784915528,50,47
1784915530,50,49
1784915532,50,49
1784915534,50,48
1784915536,50,48
1784915538,50,48
1784915540,50,47
1784915542,50,48
1784915544,50,48
1784915546,50,48
1784915548,50,48
1784915550,50,48
1784915552,50,47
1784915554,50,47
1784915556,50,46
1784915558,50,46
1784915560,50,47
1784915562,50,46
1784915564,50,46
1784915566,50,47
1784915568,50,47
1784915570,50,48
1784915572,50,49
1784915574,50,49
1784915576,50,50
1784915578,50,50
1784915580,50,50
1784915582,50,49
1784915584,50,49
1784915586,50,49
1784915588,50,49
1784915590,50,49
1784915592,50,48
1784915594,50,49
1784915596,50,48
1784915598,50,48
1784915600,50,46
1784915602,50,46
1784915604,50,46
1784915606,50,47
1784915608,50,47
1784915610,50,47
1784915612,50,47
1784915614,50,47
1784915616,50,46
1784915618,50,46
1784915620,50,46
1784915622,50,47
1784915624,50,47
1784915626,50,48
1784915628,50,48
1784915630,50,48
1784915632,50,47
1784915634,50,48
1784915636,50,49
1784915638,50,49
1784915640,50,50
1784915642,50,48
1784915644,50,49
1784915646,50,49
1784915648,50,49
1784915650,50,49
1784915652,50,49
1784915654,50,49
1784915657,50,48
1784915659,50,47
1784915661,50,47
1784915663,50,48
1784915665,50,48
1784915667,50,50
1784915669,50,49
1784915671,50,49
1784915673,50,49
1784915675,50,49
1784915677,50,49
1784915679,50,50
1784915681,50,49
1784915683,50,48
1784915685,50,48
1784915687,50,48
1784915689,50,48
1784915691,50,48
1784915693,50,48
1784915695,50,49
1784915697,50,49
1784915699,50,48
1784915701,50,48
1784915703,50,49
1784915705,50,48
1784915707,50,49
1784915709,50,49
1784915711,50,48
1784915713,50,49
1784915715,50,49
1784915717,50,49
1784915719,50,48
1784915721,50,47
1784915723,50,46
1784915725,50,45
1784915727,50,47
1784915729,50,48
1784915731,50,47
1784915733,50,47
1784915735,50,46
1784915737,50,46
1784915739,50,46
1784915741,50,47
1784915743,50,48
1784915745,50,47
1784915747,50,47
1784915749,50,45
1784915751,50,45
1784915753,50,46
1784915755,50,47
1784915757,50,47
1784915759,50,47
1784915761,50,47
1784915763,50,45
1784915765,50,46
1784915767,50,48
1784915769,50,48
1784915771,50,48
1784915773,50,48
1784915775,50,48
1784915777,50,47
1784915779,50,47
1784915781,50,49
1784915783,50,48
1784915785,50,45
1784915787,50,45
1784915789,50,47
1784915791,50,47
1784915793,50,47
1784915795,50,46
1784915797,50,47
1784915799,50,49
1784915801,50,49
1784915803,50,49
1784915805,50,49
1784915807,50,49
1784915809,50,48
1784915811,50,47
1784915813,50,48
1784915815,50,48
1784915817,50,48
1784915819,50,48
1784915821,50,48
1784915823,50,48
1784915825,50,47
1784915827,50,48
1784915829,50,47
1784915831,50,48
1784915833,50,47
1784915835,50,47
1784915837,50,48
1784915839,50,49
1784915841,50,49
1784915843,50,49
1784915845,50,49
1784915847,50,49
1784915849,50,49
1784915851,50,49
1784915853,50,48
1784915855,50,49
1784915857,50,47
1784915859,50,47
1784915861,50,45
1784915863,50,46
1784915865,50,47
1784915867,50,49
1784915869,50,48
1784915871,50,48
1784915873,50,47
1784915875,50,47
1784915877,50,47
