Timestamp,VU Count,Active CCU
1784918067,50,50
1784918069,50,50
1784918071,50,50
1784918073,50,50
1784918075,50,50
1784918077,50,50
1784918079,50,50
1784918081,50,50
1784918083,50,50
1784918085,50,50
1784918087,50,50
1784918089,50,50
1784918091,50,50
1784918093,50,50
1784918095,50,49
1784918097,50,48
1784918099,50,48
1784918101,50,48
1784918103,50,48
1784918105,50,48
1784918107,50,48
1784918109,50,48
1784918111,50,48
1784918113,50,48
1784918115,50,47
1784918117,50,46
1784918119,50,45
1784918121,50,45
1784918123,50,46
1784918125,50,47
1784918127,50,48
1784918129,50,49
1784918131,50,50
1784918133,50,50
1784918135,50,49
1784918137,50,49
1784918139,50,49
1784918141,50,48
1784918143,50,48
1784918145,50,49
1784918147,50,48
1784918149,50,50
1784918151,50,50
1784918153,50,50
1784918155,50,49
1784918157,50,49
1784918159,50,49
1784918161,50,48
1784918163,50,48
1784918165,50,48
1784918167,50,47
1784918169,50,47
1784918171,50,46
1784918173,50,46
1784918175,50,46
1784918177,50,46
1784918179,50,48
1784918181,50,47
1784918183,50,47
1784918185,50,46
1784918187,50,46
1784918189,50,46
1784918191,50,46
1784918193,50,45
1784918195,50,44
1784918197,50,43
1784918199,50,43
1784918201,50,42
1784918203,50,44
1784918205,50,47
1784918207,50,49
1784918209,50,48
1784918211,50,50
1784918213,50,50
1784918215,50,49
1784918217,50,49
1784918219,50,48
1784918221,50,47
1784918223,50,49
1784918225,50,50
1784918227,50,50
1784918229,50,50
1784918231,50,49
1784918233,50,49
1784918235,50,49
1784918237,50,49
1784918239,50,49
1784918241,50,47
1784918243,50,47
1784918245,50,47
1784918247,50,46
1784918249,50,47
1784918251,50,48
1784918253,50,49
1784918255,50,48
1784918257,50,48
1784918259,50,50
1784918261,50,50
1784918263,50,50
1784918265,50,50
1784918267,50,50
1784918269,50,50
1784918271,50,50
1784918273,50,50
1784918275,50,50
1784918277,50,50
1784918279,50,49
1784918281,50,48
1784918283,50,49
1784918285,50,49
1784918287,50,48
1784918289,50,48
1784918291,50,48
1784918293,50,48
1784918295,50,48
1784918297,50,47
1784918299,50,47
1784918301,50,47
1784918303,50,46
1784918305,50,47
1784918307,50,50
1784918309,50,50
1784918311,50,50
1784918313,50,50
1784918315,50,50
1784918317,50,50
1784918319,50,49
1784918321,50,49
1784918323,50,50
1784918325,50,50
1784918327,50,50
1784918329,50,49
1784918331,50,50
1784918334,50,50
1784918336,50,50
1784918338,50,49
1784918340,50,49
1784918342,50,49
1784918344,50,49
1784918346,50,49
1784918348,50,49
1784918350,50,49
1784918352,50,48
1784918354,50,48
1784918356,50,47
1784918358,50,47
1784918360,50,47
1784918362,50,48
1784918364,50,49
1784918366,50,48
1784918368,50,50
1784918370,50,50
1784918372,50,49
1784918374,50,49
1784918376,50,50
1784918378,50,50
1784918380,50,50
1784918382,50,50
1784918384,50,50
1784918386,50,49
1784918388,50,49
1784918390,50,49
1784918392,50,49
1784918394,50,49
1784918396,50,49
1784918398,50,48
1784918400,50,49
1784918402,50,49
1784918404,50,48
1784918406,50,48
1784918408,50,48
1784918410,50,47
1784918412,50,49
1784918414,50,49
1784918416,50,49
1784918418,50,48
1784918420,50,48
1784918422,50,49
1784918424,50,49
1784918426,50,49
1784918428,50,49
1784918430,50,49
1784918432,50,50
1784918434,50,50
1784918436,50,50
1784918438,50,49
1784918440,50,49
1784918442,50,49
1784918444,50,49
1784918446,50,48
1784918448,50,48
1784918450,50,49
1784918452,50,49
1784918454,50,48
1784918456,50,48
1784918458,50,48
1784918460,50,48
1784918462,50,48
1784918464,50,48
1784918466,50,48
1784918468,50,49
1784918470,50,48
1784918472,50,48
1784918474,50,47
1784918476,50,47
1784918478,50,47
1784918480,50,46
1784918482,50,48
1784918484,50,48
1784918486,50,47
1784918488,50,48
1784918490,50,49
1784918492,50,49
1784918494,50,49
1784918496,50,49
1784918498,50,48
1784918500,50,48
1784918502,50,48
1784918504,50,48
1784918506,50,49
1784918508,50,49
1784918510,50,49
1784918512,50,50
1784918514,50,47
1784918516,50,47
1784918518,50,47
1784918520,50,47
1784918522,50,49
1784918524,50,49
1784918526,50,48
1784918528,50,48
1784918530,50,48
1784918532,50,48
1784918534,50,48
1784918536,50,47
1784918538,50,47
1784918540,50,46
1784918542,50,48
1784918544,50,48
1784918546,50,48
1784918548,50,47
1784918550,50,48
1784918552,50,48
1784918554,50,48
