Timestamp,VU Count,Active CCU
1784788261,50,46
1784788263,50,46
1784788265,50,47
1784788267,50,48
1784788269,50,49
1784788271,50,49
1784788273,50,48
1784788275,50,47
1784788277,50,47
1784788279,50,47
1784788281,50,47
1784788283,50,48
1784788285,50,48
1784788287,50,48
1784788289,50,49
1784788291,50,49
1784788293,50,47
1784788295,50,47
1784788297,50,47
1784788299,50,46
1784788301,50,47
1784788303,50,47
1784788305,50,46
1784788307,50,48
1784788309,50,47
1784788311,50,46
1784788313,50,46
1784788315,50,46
1784788317,50,45
1784788319,50,45
1784788321,50,46
1784788323,50,48
1784788325,50,49
1784788327,50,47
1784788329,50,47
1784788331,50,48
1784788333,50,47
1784788335,50,49
1784788337,50,50
1784788339,50,50
1784788341,50,50
1784788343,50,50
1784788345,50,50
1784788347,50,49
1784788349,50,49
1784788351,50,49
1784788353,50,49
1784788355,50,48
1784788357,50,48
1784788359,50,48
1784788361,50,48
1784788363,50,49
1784788365,50,48
1784788367,50,48
1784788369,50,48
1784788371,50,48
1784788373,50,50
1784788375,50,50
1784788377,50,49
1784788379,50,48
1784788381,50,48
1784788383,50,48
1784788385,50,48
1784788387,50,49
1784788390,50,49
1784788392,50,49
1784788394,50,50
1784788396,50,50
1784788398,50,49
1784788400,50,50
1784788402,50,49
1784788404,50,47
1784788406,50,45
1784788408,50,44
1784788410,50,43
1784788412,50,45
1784788414,50,46
1784788416,50,45
1784788418,50,46
1784788420,50,46
1784788422,50,49
1784788424,50,49
1784788426,50,49
1784788428,50,47
1784788430,50,46
1784788432,50,46
1784788434,50,47
1784788436,50,47
1784788438,50,47
1784788440,50,46
1784788442,50,46
1784788444,50,47
1784788446,50,48
1784788448,50,49
1784788450,50,48
1784788452,50,49
1784788454,50,48
1784788456,50,46
1784788458,50,45
1784788460,50,46
1784788462,50,46
1784788464,50,49
1784788466,50,49
1784788468,50,48
1784788470,50,48
1784788472,50,48
1784788474,50,48
1784788476,50,47
1784788478,50,48
1784788480,50,49
1784788482,50,48
1784788484,50,49
1784788486,50,50
1784788488,50,48
1784788490,50,48
1784788492,50,46
1784788494,50,46
1784788496,50,47
1784788498,50,47
1784788500,50,48
1784788502,50,49
1784788504,50,49
1784788506,50,49
1784788508,50,49
1784788510,50,49
1784788512,50,48
1784788514,50,47
1784788517,50,46
1784788519,50,46
1784788521,50,46
1784788523,50,46
1784788525,50,47
1784788527,50,44
1784788529,50,47
1784788531,50,49
1784788533,50,49
1784788535,50,49
1784788537,50,49
