Timestamp,VU Count,Active CCU
1784917058,10,10
1784917060,20,20
1784917062,30,30
1784917064,40,40
1784917066,50,50
1784917068,50,50
1784917070,50,50
1784917072,50,50
1784917074,50,50
1784917076,50,50
1784917078,50,50
1784917080,50,50
1784917082,50,50
1784917084,50,50
1784917086,50,50
1784917088,50,50
1784917090,50,50
1784917092,50,50
1784917094,50,50
1784917096,50,50
1784917098,50,50
1784917100,50,50
1784917102,50,50
1784917104,50,50
1784917106,50,50
1784917108,50,50
1784917110,50,49
1784917112,50,49
1784917114,50,50
1784917116,50,50
1784917118,50,50
1784917120,50,50
1784917122,50,50
1784917124,50,50
1784917126,50,50
1784917128,50,50
1784917130,50,49
1784917132,50,48
1784917134,50,49
1784917136,50,49
1784917138,50,49
1784917140,50,49
1784917142,50,49
1784917144,50,47
1784917146,50,45
1784917148,50,46
1784917150,50,45
1784917152,50,45
1784917154,50,45
1784917156,50,45
1784917158,50,46
1784917160,50,47
1784917162,50,48
1784917164,50,48
1784917166,50,48
1784917168,50,50
1784917170,50,50
1784917172,50,50
1784917174,50,50
1784917176,50,50
1784917178,50,50
1784917180,50,50
1784917182,50,49
1784917184,50,49
1784917186,50,50
1784917188,50,50
1784917190,50,50
1784917192,50,50
1784917194,50,50
1784917196,50,50
1784917198,50,50
1784917200,50,50
1784917202,50,50
1784917204,50,50
1784917206,50,50
1784917208,50,50
1784917210,50,49
1784917212,50,48
1784917214,50,48
1784917216,50,48
1784917218,50,48
1784917220,50,48
1784917222,50,48
1784917224,50,47
1784917226,50,47
1784917228,50,46
1784917230,50,46
1784917232,50,48
1784917234,50,49
1784917236,50,49
1784917238,50,49
1784917240,50,49
1784917242,50,49
1784917244,50,48
1784917246,50,48
1784917248,50,48
1784917250,50,48
1784917252,50,49
1784917254,50,49
1784917256,50,49
1784917258,50,49
1784917260,50,49
1784917262,50,49
1784917264,50,49
1784917266,50,49
1784917268,50,49
1784917270,50,49
1784917272,50,50
1784917274,50,50
1784917276,50,50
1784917278,50,50
1784917280,50,50
1784917282,50,50
1784917284,50,50
1784917286,50,49
1784917288,50,49
1784917290,50,49
1784917292,50,49
1784917294,50,49
1784917296,50,49
1784917298,50,49
1784917300,50,48
1784917302,50,48
1784917304,50,49
1784917306,50,48
1784917309,50,48
1784917311,50,48
1784917313,50,50
1784917315,50,49
1784917317,50,49
1784917319,50,48
1784917321,50,49
1784917323,50,47
1784917325,50,47
1784917327,50,48
1784917329,50,48
1784917331,50,47
1784917333,50,47
1784917335,50,48
1784917337,50,48
1784917339,50,49
1784917341,50,49
1784917343,50,50
1784917345,50,50
1784917347,50,49
1784917349,50,50
1784917351,50,50
1784917353,50,50
1784917355,50,49
1784917357,50,49
1784917359,50,50
1784917361,50,50
1784917363,50,49
1784917365,50,49
1784917367,50,49
1784917369,50,49
1784917371,50,50
1784917373,50,49
1784917375,50,49
1784917377,50,49
1784917379,50,49
1784917381,50,49
1784917383,50,50
1784917385,50,49
1784917387,50,49
1784917389,50,47
1784917391,50,47
1784917393,50,47
1784917395,50,46
1784917397,50,46
1784917399,50,47
1784917401,50,47
1784917403,50,47
1784917405,50,46
1784917407,50,48
1784917409,50,47
1784917411,50,46
1784917413,50,48
1784917415,50,48
1784917417,50,49
1784917419,50,49
1784917421,50,50
1784917423,50,50
1784917425,50,48
1784917427,50,48
1784917429,50,48
1784917431,50,48
1784917433,50,49
1784917435,50,50
1784917437,50,50
1784917439,50,50
1784917441,50,49
1784917443,50,49
1784917445,50,47
1784917447,50,46
1784917449,50,46
1784917451,50,47
1784917453,50,47
1784917455,50,47
1784917457,50,47
1784917459,50,48
1784917461,50,48
1784917463,50,48
1784917465,50,47
1784917467,50,47
1784917469,50,48
1784917471,50,49
1784917473,50,50
1784917475,50,50
1784917477,50,49
1784917479,50,48
1784917481,50,49
1784917483,50,49
1784917485,50,49
1784917487,50,50
1784917489,50,50
1784917491,50,50
1784917493,50,49
1784917495,50,50
1784917497,50,50
1784917499,50,49
1784917501,50,48
1784917503,50,48
1784917505,50,48
1784917507,50,48
1784917509,50,47
1784917511,50,46
1784917513,50,45
1784917515,50,45
1784917517,50,46
1784917519,50,46
1784917521,50,46
1784917523,50,46
1784917525,50,46
1784917527,50,47
1784917529,50,47
1784917531,50,47
1784917533,50,49
1784917535,50,49
1784917537,50,49
1784917539,50,49
1784917541,50,49
1784917543,50,49
1784917545,50,47
1784917547,50,47
1784917549,50,46
1784917551,50,46
1784917553,50,47
1784917555,50,47
1784917557,50,48
1784917559,50,49
1784917561,50,49
1784917563,50,49
1784917565,50,48
1784917567,50,49
1784917569,50,49
1784917572,50,49
1784917574,50,50
1784917576,50,50
1784917578,50,48
1784917580,50,48
1784917582,50,48
1784917584,50,48
1784917586,50,48
1784917588,50,49
1784917590,50,48
1784917592,50,48
1784917594,50,49
1784917596,50,48
1784917598,50,48
1784917600,50,48
1784917602,50,47
1784917604,50,48
1784917606,50,48
1784917608,50,47
1784917610,50,47
1784917612,50,48
1784917614,50,47
1784917616,50,47
1784917618,50,47
1784917620,50,47
1784917622,50,47
1784917624,50,48
1784917626,50,48
1784917628,50,48
1784917630,50,48
1784917632,50,49
1784917634,50,49
1784917636,50,49
1784917638,50,49
1784917640,50,48
1784917642,50,48
1784917644,50,48
1784917646,50,49
1784917648,50,49
1784917650,50,49
1784917652,50,50
1784917654,50,50
1784917656,50,50
1784917658,50,50
1784917660,50,50
1784917662,50,50
1784917664,50,50
1784917666,50,50
1784917668,50,49
1784917670,50,49
1784917672,50,48
1784917674,50,48
1784917676,50,48
1784917678,50,47
1784917680,50,48
1784917682,50,49
1784917684,50,50
1784917686,50,49
1784917688,50,49
1784917690,50,49
1784917692,50,49
1784917694,50,50
1784917696,50,49
1784917698,50,48
1784917700,50,49
1784917702,50,49
1784917704,50,50
1784917706,50,49
1784917708,50,49
1784917710,50,49
1784917712,50,50
1784917714,50,50
1784917716,50,50
1784917718,50,50
1784917720,50,50
1784917722,50,50
1784917724,50,50
1784917726,50,50
1784917728,50,50
1784917730,50,50
1784917732,50,49
1784917734,50,49
1784917736,50,48
1784917738,50,47
1784917740,50,47
1784917742,50,47
1784917744,50,48
1784917746,50,49
1784917748,50,48
1784917750,50,48
1784917752,50,46
1784917754,50,46
1784917756,50,47
1784917758,50,48
1784917760,50,48
1784917762,50,48
1784917764,50,48
1784917766,50,48
1784917768,50,48
1784917770,50,48
1784917772,50,49
1784917774,50,49
