Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784917836,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784917837,5,POST,_setup/variants,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917837,5,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917838,10,POST,_setup/variants,0.000000,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917838,10,,Aggregated,0.000000,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917839,15,POST,_setup/variants,1.000000,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917839,15,POST,browse/product_list,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,4,0,2400,2334.6505837498626,2124.0972859995964,2502.6741629990283,3669.0
1784917839,15,POST,search/products,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1611.7495280013827,1611.7495280013827,1611.7495280013827,1611.7495280013827,368.0
1784917839,15,,Aggregated,1.000000,0.000000,2400,2400,2400,2400,2500,2500,2500,2500,2500,2500,2500,6,0,2100,1891.8324730002496,400.6429750006646,2502.6741629990283,3103.1666666666665
1784917840,20,POST,_setup/variants,0.500000,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917840,20,POST,browse/product_list,0.000000,0.000000,2300,2400,2400,2400,2500,2500,2500,2500,2500,2500,2500,11,0,2300,2206.616198545486,1723.1682489982632,2502.6741629990283,3669.0
1784917840,20,POST,detail/product,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,2837.691529002768,2837.691529002768,2837.691529002768,2837.691529002768,1463.0
1784917840,20,POST,search/products,0.000000,0.000000,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,2,0,750,1179.6814965000522,747.6134649987216,1611.7495280013827,410.0
1784917840,20,,Aggregated,0.500000,0.000000,2300,2300,2400,2400,2500,2800,2800,2800,2800,2800,2800,15,0,2300,1991.3650454002589,400.6429750006646,2837.691529002768,3081.133333333333
1784917841,25,POST,_setup/variants,0.333333,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917841,25,POST,browse/product_list,0.333333,0.000000,2300,2400,2400,2400,2500,2500,2500,2500,2500,2500,2500,11,0,2300,2206.616198545486,1723.1682489982632,2502.6741629990283,3669.0
1784917841,25,POST,checkout/1_create,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,1600,1833.7753289997636,1572.5530449999496,2094.9976129995775,255.0
1784917841,25,POST,detail/product,0.000000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917841,25,POST,search/products,0.333333,0.000000,1400,1400,1600,1600,1600,1600,1600,1600,1600,1600,1600,3,0,1400,1239.9600403344568,747.6134649987216,1611.7495280013827,396.0
1784917841,25,,Aggregated,1.000000,0.000000,2100,2300,2400,2400,2800,2800,2800,2800,2800,2800,2800,19,0,2100,1986.1440841582646,400.6429750006646,2838.1941320003534,2571.4736842105262
1784917842,30,POST,_setup/variants,0.333333,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917842,30,POST,browse/product_list,0.333333,0.000000,2300,2400,2400,2400,2400,2500,2500,2500,2500,2500,2500,12,0,2300,2205.7358673334115,1723.1682489982632,2502.6741629990283,3669.0
1784917842,30,POST,checkout/1_create,0.000000,0.000000,2200,2200,2400,2400,2400,2400,2400,2400,2400,2400,2400,5,0,2100,2080.2741018000233,1572.5530449999496,2443.5319929980324,255.0
1784917842,30,POST,detail/product,0.000000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917842,30,POST,search/products,0.333333,0.000000,1400,1400,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,1400,1289.37166850028,747.6134649987216,1611.7495280013827,391.5
1784917842,30,,Aggregated,1.000000,0.000000,2200,2300,2400,2400,2500,2800,2800,2800,2800,2800,2800,24,0,2100,2004.3423427919151,400.6429750006646,2838.1941320003534,2236.25
1784917843,35,POST,_setup/variants,0.200000,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917843,35,POST,browse/product_list,2.200000,0.000000,2300,2300,2400,2400,2400,2500,2500,2500,2500,2500,2500,13,0,2300,2190.9675390771345,1723.1682489982632,2502.6741629990283,3669.0
1784917843,35,POST,checkout/1_create,0.400000,0.000000,2400,2800,2800,3100,3100,3100,3100,3100,3100,3100,3100,7,0,2200,2319.6550972861587,1572.5530449999496,3069.388047002576,255.0
1784917843,35,POST,detail/product,0.200000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917843,35,POST,search/products,0.600000,0.000000,1400,1400,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,1400,1289.37166850028,747.6134649987216,1611.7495280013827,391.5
1784917843,35,,Aggregated,3.600000,0.000000,2200,2300,2400,2400,2800,2800,3100,3100,3100,3100,3100,27,0,2200,2072.376999963362,400.6429750006646,3069.388047002576,2142.5555555555557
1784917844,40,POST,_setup/variants,0.166667,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917844,40,POST,browse/product_list,2.000000,0.000000,2300,2400,2400,2500,3400,3700,3700,3700,3700,3700,3700,15,0,2300,2372.5095478669878,1723.1682489982632,3693.3166010021523,3669.0
1784917844,40,POST,checkout/1_create,0.833333,0.000000,2800,2800,3100,3100,3600,3600,3600,3600,3600,3600,3600,8,0,2200,2485.910323250664,1572.5530449999496,3649.6969050022017,255.0
1784917844,40,POST,detail/product,0.333333,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917844,40,POST,search/products,0.666667,0.000000,1400,1400,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,1400,1289.37166850028,747.6134649987216,1611.7495280013827,391.5
1784917844,40,,Aggregated,4.000000,0.000000,2300,2400,2500,2800,3400,3600,3700,3700,3700,3700,3700,30,0,2200,2223.631370467168,400.6429750006646,3693.3166010021523,2181.4
1784917845,45,POST,_setup/variants,0.166667,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917845,45,POST,browse/product_list,2.000000,0.000000,2300,2400,2400,2500,3400,3700,3700,3700,3700,3700,3700,15,0,2300,2372.5095478669878,1723.1682489982632,3693.3166010021523,3669.0
1784917845,45,POST,checkout/1_create,0.833333,0.000000,2800,3100,3600,3600,3700,3700,3700,3700,3700,3700,3700,9,0,2400,2619.4341280004464,1572.5530449999496,3687.6245659987035,255.0
1784917845,45,POST,detail/product,0.333333,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917845,45,POST,search/products,0.666667,0.000000,1400,1400,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,1400,1289.37166850028,747.6134649987216,1611.7495280013827,391.5
1784917845,45,,Aggregated,4.000000,0.000000,2300,2400,2800,2800,3400,3700,3700,3700,3700,3700,3700,31,0,2300,2270.856957419798,400.6429750006646,3693.3166010021523,2119.2580645161293
1784917846,50,POST,_setup/variants,0.142857,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917846,50,POST,browse/product_list,1.857143,0.000000,2400,2400,3400,3400,4100,4500,4500,4500,4500,4500,4500,17,0,2300,2598.4585069413965,1723.1682489982632,4515.686159997131,3669.0
1784917846,50,POST,checkout/1_create,0.714286,0.000000,2800,3100,3600,3600,3700,3700,3700,3700,3700,3700,3700,9,0,2400,2619.4341280004464,1572.5530449999496,3687.6245659987035,255.0
1784917846,50,POST,detail/product,0.285714,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917846,50,POST,search/products,0.571429,0.000000,1400,1400,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,1400,1289.37166850028,747.6134649987216,1611.7495280013827,391.5
1784917846,50,,Aggregated,3.571429,0.000000,2300,2400,2800,3100,3700,4100,4500,4500,4500,4500,4500,33,0,2300,2393.415669091293,400.6429750006646,4515.686159997131,2213.181818181818
1784917847,50,POST,_setup/variants,0.111111,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917847,50,POST,browse/product_list,1.666667,0.000000,2400,2500,3400,3700,4500,5900,5900,5900,5900,5900,5900,18,0,2300,2779.3746065558985,1723.1682489982632,5854.948300002434,3669.0
1784917847,50,POST,checkout/1_create,1.000000,0.000000,3100,3600,3700,3700,6000,6000,6000,6000,6000,6000,6000,10,0,2400,2954.3622203003906,1572.5530449999496,5968.71505099989,255.0
1784917847,50,POST,detail/product,0.222222,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917847,50,POST,search/products,0.444444,0.000000,1400,1400,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,1400,1289.37166850028,747.6134649987216,1611.7495280013827,391.5
1784917847,50,,Aggregated,3.444444,0.000000,2400,2800,3100,3600,4100,5900,6000,6000,6000,6000,6000,35,0,2300,2594.468012314714,400.6429750006646,5968.71505099989,2198.8285714285716
1784917848,50,POST,_setup/variants,0.111111,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917848,50,POST,browse/product_list,1.666667,0.000000,2400,2500,3400,3700,4500,5900,5900,5900,5900,5900,5900,18,0,2300,2779.3746065558985,1723.1682489982632,5854.948300002434,3669.0
1784917848,50,POST,checkout/1_create,1.000000,0.000000,3100,3600,3700,5500,6000,6000,6000,6000,6000,6000,6000,11,0,2800,3185.123194182035,1572.5530449999496,5968.71505099989,255.0
1784917848,50,POST,detail/product,0.222222,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917848,50,POST,search/products,0.444444,0.000000,1400,1400,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,1400,1289.37166850028,747.6134649987216,1611.7495280013827,391.5
1784917848,50,,Aggregated,3.444444,0.000000,2400,2800,3400,3700,4500,5900,6000,6000,6000,6000,6000,36,0,2300,2674.975371222596,400.6429750006646,5968.71505099989,2144.8333333333335
1784917849,50,POST,_setup/variants,0.000000,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917849,50,POST,browse/product_list,1.700000,0.000000,3700,4500,5900,6600,6600,6800,6800,6800,6800,6800,6800,21,0,2400,3335.197980571788,1723.1682489982632,6787.408318999951,3669.0
1784917849,50,POST,checkout/1_create,0.900000,0.000000,3600,3700,5500,6000,7600,7600,7600,7600,7600,7600,7600,12,0,2800,3556.358661083626,1572.5530449999496,7639.948797001125,255.0
1784917849,50,POST,detail/product,0.200000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917849,50,POST,search/products,0.400000,0.000000,1400,1400,5600,5600,5600,5600,5600,5600,5600,5600,5600,5,0,1400,2153.1195056006254,747.6134649987216,5608.110854002007,388.8
1784917849,50,,Aggregated,3.200000,0.000000,3100,3700,5500,5900,6600,6800,7600,7600,7600,7600,7600,41,0,2400,3159.9411631467797,400.6429750006646,7639.948797001125,2167.170731707317
1784917850,50,POST,_setup/variants,0.000000,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917850,50,POST,browse/product_list,1.700000,0.000000,4500,5900,6600,6600,6800,6800,6800,6800,6800,6800,6800,21,0,2400,3335.197980571788,1723.1682489982632,6787.408318999951,3669.0
1784917850,50,POST,checkout/1_create,0.900000,0.000000,3600,3700,5500,6000,7600,7600,7600,7600,7600,7600,7600,12,0,2800,3556.358661083626,1572.5530449999496,7639.948797001125,255.0
1784917850,50,POST,detail/product,0.200000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
1784917850,50,POST,search/products,0.400000,0.000000,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5600,5,0,1400,2153.1195056006254,747.6134649987216,5608.110854002007,388.8
1784917850,50,,Aggregated,3.200000,0.000000,3700,5500,5900,6000,6600,6800,7600,7600,7600,7600,7600,41,0,2400,3159.9411631467797,400.6429750006646,7639.948797001125,2167.170731707317
1784917851,50,POST,_setup/variants,0.000000,0.000000,400,400,400,400,400,400,400,400,400,400,400,1,0,400.6429750006646,400.6429750006646,400.6429750006646,400.6429750006646,3575.0
1784917851,50,POST,browse/product_list,1.900000,0.000000,5900,6600,6600,6800,8900,8900,8900,8900,8900,8900,8900,22,0,2400,3588.4297211366425,1723.1682489982632,8906.296272998588,3669.0
1784917851,50,POST,checkout/1_create,1.200000,0.000000,3600,3700,5500,6000,7600,7600,7600,7600,7600,7600,7600,12,0,2800,3556.358661083626,1572.5530449999496,7639.948797001125,255.0
1784917851,50,POST,detail/product,0.200000,0.000000,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2800,2,0,2837.691529002768,2837.942830501561,2837.691529002768,2838.1941320003534,1613.0
